Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,ABW,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.18354317254994754,-0.1769509826555471,-0.17247632560022075,-0.10612027494229287,-0.07192405704417099,-0.4531758236121323,-0.33579061166805685,-0.2252084005026685,-0.14039021645168884,-0.10205508389453817,-0.15700985480889304,-0.15752457192575472,-0.18938494457909855,-0.10487632598102384,-0.1816813862588746,-0.09955679756921139,-0.15850428633806568,-0.48786872777812706,-0.2260526072985208,-0.14291729487748978,-0.19581653498099297,-0.21209647958279218,-0.19818638593872945,-0.43410592724033653,-0.4613490089504392,-0.3933715957103968,-0.05697267981743684,-0.18820347857434938,-0.9654538494457159,-0.6340081872518237,-0.3296647070334697,-0.7679526437160464,-0.8383284955197265,-0.6050122870786031,-0.33573022848049083,-0.1993533141614791,-0.3657654835692702,-0.035130581661145424,-0.004349631880664267,-0.1133135531516909,-0.12817592884077073,-0.1752789334558197
Africa Eastern and Southern,AFE,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.006478152273698097,-0.007773422834063308,-0.02431663122046658,0.1330467081930786,0.23669852891154713,0.24617132942005535,-0.05685055409462077,-0.010535293636565884,-0.04744726722795839,-0.08003286723173378,-0.0742569959903206,-0.05943941629083278,0.12321079125280227,0.07956322503393991,-0.06497361685436547,-0.10643328992060822,-0.08863782350925113,-0.06978148880035236,-0.11386971143426843,-0.1687461311363008,-0.09913067087403264,-0.13126054864741615,-0.07414896065481573,-0.05144428282221426,-0.04994494566609053,-0.04976608030836198,-0.026734867376707307,-0.07818794838649873,0.38194891691067623,0.27627074570527804,0.031638913807581076,0.6684044267426128,0.7256753663665837,0.7406073678823298,0.4298124771620771,1.2045955693350636,0.43146797633515405,0.4831239149562978,0.6150674707467269,0.3733813211458607,0.34545717387003666,0.19593322150795583,0.033495898818469254,0.1609023523682195,0.12272199800671374,0.019088382103351332,0.03494119201654677,-0.0002068505869294765,-0.00939993151425347
Afghanistan,AFG,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.18354317254994754,-0.1769509826555471,-0.17247632560022075,-0.10612027494229287,-0.06744161605048159,-0.19528633306008822,-0.20313174206927098,-0.15459300995319497,-0.12630043655454706,-0.09728355042279198,-0.1322472130723106,-0.1392101857232527,-0.1790836435765624,-0.10191025708014749,-0.14708084234033988,-0.08400796957517409,-0.11998917661453358,-0.20981245140793509,-0.19088588035350879,-0.1502256412637245,-0.14920371458796006,-0.23867622207161648,-0.2509332671386381,-0.20718525404962573,1.5722136785036962,0.27858298799875597,0.8005381345117482,2.8007847479409196,-0.9654538494457159,-0.6030864986410682,0.977787382649251,0.17452758768131965,0.7184254036685773,0.21172793300538972,-0.3875206025105792,-0.044133718521897056,0.04357343635301863,-0.46767873639995095,-0.1200061307459742,-0.1133135531516909,-0.12817592884077073,-0.1752789334558197
Africa Western and Central,AFW,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.46537496613587326,-0.05285864039374259,-0.11746008138885487,-0.07101965666258449,-0.06730171612015133,-0.2338720663859946,-0.49383486763141815,-0.23540520793907377,-0.15276682166547606,-0.11173991627998682,-0.18445128807611416,-0.1712427971755462,-0.2015338176713613,-0.08770344377413568,-0.1410050597984945,-0.09293580770116705,-0.14377812141042914,-0.2853508174885071,-0.28677537728877595,-0.1814941474385248,-0.13702014418832079,-0.22589448260439765,-0.43526404044616096,-0.7767064401505126,0.027715554889185784,-0.22247807068821798,-0.5225526914263952,-0.27430101135650925,-0.1714931793566439,-0.7243419727305547,-0.3816280323462675,-0.12746182135658327,-0.32561364107199303,-0.3463101931487585,-0.15118986142376428,-0.1469231581296296,-0.2211325013214524,-0.30072345604081574,-0.15208446178996404,-0.10118275923670421,-0.12817592884077073,-0.18753130494994474
Angola,AGO,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.18354317254994754,-0.1769509826555471,-0.17247632560022075,-0.10612027494229287,-0.06744161605048159,-0.19528633306008822,-0.20313174206927098,-0.15459300995319497,-0.12630043655454706,-0.09728355042279198,0.4058852046270564,0.8922328889838063,3.389298184855829,0.5297627547021935,14.859449693778204,16.13734875195592,3.033909696995923,7.717923914048176,7.599861498345778,8.03906342878268,5.7588110289851695,11.299426751864901,11.63002184038193,7.22401452657009,3.8200607137904563,1.6579176897569852,1.7318354247970018,0.41426809418942667,2.363366410260781,3.182513574635204,1.270830406562321,0.7965034521366802,1.012234332107769,0.7123080594812548,0.6536989702119036,0.8897288301437599,2.093307094346073,2.2725322395921213,0.7541709565933036,0.45167435341753154,0.7636680280113514,-0.1752789334558197
Albania,ALB,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.18354317254994754,-0.1769509826555471,-0.17247632560022075,-0.10612027494229287,-0.06744161605048159,-0.19528633306008822,-0.20313174206927098,-0.15459300995319497,-0.12630043655454706,-0.09728355042279198,-0.1322472130723106,0.6312306353259465,0.018535923281471803,-0.09394298282466486,-0.15665041929950738,-0.06231437161191985,0.2871869609668316,0.9734972780105791,-0.28622891910964654,-0.24473554314413606,-0.18690576459873262,0.2736582543096964,-0.5949744293927014,-0.48062087957186184,-0.6871146034670826,-0.6551023930579868,-0.6985105187868411,-1.1527346167131574,-0.41787859285893914,-0.15726119785742948,-0.48457322979987166,-0.5403270863338223,-0.43147870574318925,-0.3736921517480287,-0.17733706221836065,-0.1544459876284966,-0.20283106633368939,-0.2655402132588916,-0.17273134992514017,-0.12394829787294005,-0.1932283906931207,-0.2663948930030817
Andorra,AND,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.18354317254994754,-0.1769509826555471,-0.17247632560022075,-0.10612027494229287,-0.06744161605048159,-0.19528633306008822,-0.20313174206927098,-0.15459300995319497,-0.12630043655454706,-0.09728355042279198,-0.1322472130723106,-0.1392101857232527,-0.1790836435765624,-0.10191025708014749,-0.14708084234033988,-0.08400796957517409,-0.11998917661453358,-0.20981245140793509,-0.19088588035350879,-0.1502256412637245,-0.14920371458796006,-0.23867622207161648,-0.2509332671386381,-0.20718525404962573,-0.2755712314129684,-0.22247807068821798,-0.1939826989302216,-0.12991835561113732,-0.2296728138527829,-0.19876604045214186,-0.2141716959387083,-0.25070337070475135,-0.25490095914805516,-0.18147622767336757,-0.21503142988942697,-0.14025171209225876,-0.16459446041769357,-0.1834401955367597,-0.12570288167195542,-0.1133135531516909,-0.12817592884077073,-0.1752789334558197
Arab World,ARB,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.19718961589746753,-0.139481769456337,-0.2482807843181196,-0.0871314404346213,-0.08383957537623761,-0.09674059550998679,-0.17582318809989497,-0.5333707743919969,-0.3079916822870307,-0.30458328011899094,-0.33386354826297243,-0.10913730586862246,-0.06744161605048159,-0.1672144819862758,-0.30881378182849395,-0.17765681784496637,-0.12552858356703483,-0.09675650154592624,-0.13222518558920024,-0.13804333140995184,-0.17855808541856327,-0.10568249207706805,-0.16370718934460265,-0.09384894820673034,-0.14962580900308337,-0.36738170288953825,-0.21367317787397502,-0.19875237304519516,-0.24003143885081354,-0.3737050686622468,-0.31623017478363386,-0.22812088099659675,-0.4403535706575987,-0.4067064069188953,-0.22614351761520665,0.20798696841432318,-0.25921093561436054,-0.06947807527592509,-0.2533839259174849,-0.12203596574024979,-0.15699366153319563,-0.17746804725345672,-0.18456038998189814,-0.1155058321781673,-0.19601682151076869,-0.1596066434036816,-0.19416123695059095,-0.1241898121003025,-0.15592801377696683,-0.3762238962612276
United Arab Emirates,ARE,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.18354317254994754,-0.1769509826555471,-0.17247632560022075,-0.10612027494229287,-0.06744161605048159,-0.19528633306008822,-0.20313174206927098,-0.15459300995319497,-0.12630043655454706,-0.09728355042279198,-0.1322472130723106,-0.1392101857232527,-0.1790836435765624,-0.10191025708014749,-0.14708084234033988,-0.08400796957517409,-0.11998917661453358,-0.20981245140793509,-0.19088588035350879,-0.1502256412637245,-0.14920371458796006,-0.23867622207161648,-0.2509332671386381,-0.20718525404962573,-0.2755712314129684,-0.22247807068821798,-0.1939826989302216,0.37568612259986134,-0.5889523745990385,-1.003650370969522,-0.9301361900150467,-0.7623116290319013,-0.6080335762891064,-0.23533236826221365,0.06489684847349697,-0.14230717453670613,-0.2044661096711148,-0.11550201391870346,-0.2556151529299353,-0.1688505930632571,-0.27520556839902605,-0.38683316068182677
Argentina,ARG,-0.1370468307633656,-0.17225299568193328,-0.07378555301190681,-0.09294750509553741,-0.11901043146095781,-0.08419233326547275,-0.07046177651206718,-0.11831848854125035,-0.11107923067068898,-0.17405810523430998,-0.12097535996112144,-0.14604235156002707,-0.09739587454353812,-0.08417954675541013,-0.09216889295904564,-0.10126821789170382,-0.109268910197798,-0.15001093384731345,-0.18062968246874678,-0.17582318809989497,-0.18002343380812189,-0.18354317254994754,-0.1769509826555471,-0.17247632560022075,-0.10612027494229287,-0.06744161605048159,-0.19528633306008822,-0.20313174206927098,-0.15459300995319497,-0.12630043655454706,-0.09728355042279198,-0.1322472130723106,-0.1392101857232527,-0.1790836435765624,-0.10191025708014749,-0.14708084234033988,-0.08400796957517409,-0.11998917661453358,-0.20981245140793509,-0.19088588035350879,-0.1502256412637245,-0.14920371458796006,-0.23867622207161648,-0.2509332671386381,-0.20718525404962573,-0.2755712314129684,-0.22247807068821798,-0.1939826989302216,-0.12991835561113732,-0.2296728138527829,-0.19876604045214186,-0.2141716959387083,-0.25070337070475135,-0.25490095914805516,-0.18147622767336757,-0.21503142988942697,-0.14025171209225876,-0.16459446041769357,-0.1834401955367597,-0.12570288167195542,-0.1133135531516909,-0.12817592884077073,-0.1752789334558197
